赛事,主队,客队,主队进球,客队进球,亚盘水位,亚盘,赔率水位,胜,平,负,返还率
德甲,纽伦堡,汉诺威,2,2,1.025,半球,0.9,2.05,3.4,3.5,93.70%
德甲,霍芬海,斯图加,0,1,1.1,平手/半球,0.825,2.37,3.4,2.87,93.90%
意甲,卡塔尼,博洛尼,1,0,1.1,半球,0.8,2.05,3.2,3.75,93.70%
意甲,都灵,亚特兰,2,1,1.15,半球,0.775,2.1,3.1,3.75,93.90%
意甲,热那亚,乌迪内,1,0,1.025,平手/半球,0.875,2.37,3.2,3,93.70%
意甲,佩斯卡,卡利亚,0,2,0.95,受平手/半球,0.95,3.1,3.25,2.3,93.90%
意甲,那不勒,桑普多,0,0,0.875,一球,1.025,1.44,4.33,7,93.60%
意甲,佛罗伦,国米,4,1,0.925,半球,0.975,1.95,3.3,4,93.80%
西甲,巴伦西,马洛卡,2,0,0.925,一球/球半,1,1.4,4.5,8,94.20%
西甲,西班人,贝蒂斯,1,0,1.15,半球,0.8,2.1,3.3,3.5,93.90%
西甲,皇马,巴列卡,2,0,1.05,两球/两球半,0.875,1.18,7,14,94.20%
西甲,巴利亚,马竞技,0,3,1.05,受半球,0.875,4.2,3.5,1.85,94.00%
英足总杯,阿森纳,布莱克,0,1,0.85,球半,1.05,1.3,6,11,97.40%
英足总杯,米尔顿,巴恩斯,1,3,0.925,平手/半球,0.975,2.25,3.5,3.4,97.60%
英足总杯,奥德汉,埃弗顿,2,2,1.075,受球半,0.825,12,6,1.28,97.00%
德甲,勒沃,奥格斯,2,1,0.8,一球,1.15,1.44,4.33,7,93.60%
德甲,杜塞尔,菲尔特,1,0,1.1,平手/半球,0.825,2.4,3.2,3,94.10%
德甲,美因茨,沙尔克,2,2,1.025,平手/半球,0.9,2.3,3.3,3.1,94.30%
德甲,汉堡,门兴,1,0,1.025,半球,0.9,1.95,3.5,3.75,93.90%
德甲,不来梅,弗赖堡,2,3,1.1,半球,0.825,2.05,3.5,3.5,94.40%
德甲,多特,法兰克,3,0,0.875,一球/球半,1.05,1.4,4.75,7.5,94.50%
意甲,切沃,巴勒莫,1,1,0.925,平手/半球,1,2.2,3.2,3.4,94.20%
意甲,罗马,尤文,1,0,1.025,受平手/半球,0.9,3.3,3.5,2.1,93.90%
西甲,赫塔费,塞尔塔,3,1,0.925,平手/半球,1,2.2,3.3,3.3,94.30%
西甲,马拉加,毕尔巴,1,0,0.875,平手/半球,1.05,2,3.5,3.6,94.00%
西甲,格拉纳,巴萨,1,2,0.925,受球半/两球,1,10,6,1.25,93.80%
英超,维拉,西汉姆,2,1,1.075,平手,0.85,3,3.25,2.6,97.50%
英超,曼联,埃弗顿,2,0,1.025,半球/一球,0.9,1.75,3.75,5.25,97.20%
意甲,亚特兰,卡塔尼,0,0,0.9,平手/半球,1.025,2.2,3.2,3.4,94.20%
意甲,博洛尼,锡耶纳,1,1,0.95,半球,0.975,1.9,3.25,4.33,93.90%
意甲,卡利亚,AC米兰,1,1,0.875,受半球,1.05,3.8,3.3,2,93.80%
意甲,桑普多,罗马,3,1,0.9,受平手/半球,1.025,3.1,3.25,2.3,93.90%
意甲,乌迪内,都灵,1,0,1,半球,0.925,1.95,3.2,4.2,94.00%
意甲,巴勒莫,佩斯卡,1,1,1.05,一球/球半,0.875,1.45,4.1,7.5,93.70%
意甲,国米,切沃,3,1,0.825,半球/一球,1.1,1.61,3.6,6,93.80%
意甲,帕尔马,热那亚,0,0,0.9,半球,1.025,1.9,3.3,4.2,93.70%
西甲,毕尔巴,西班人,0,4,0.825,半球/一球,1.1,1.66,3.75,5,93.50%
西甲,巴萨,赫塔费,6,1,1.05,三球,0.875,1.08,10,23,93.50%
西甲,巴列卡,马竞技,2,1,1.075,受平手/半球,0.85,3.5,3.3,2.1,93.90%
西甲,萨拉戈,社会,1,2,1.025,平手,0.9,2.7,3.2,2.6,93.70%
英超,切尔西,维冈,4,1,1.1,球半,0.825,1.36,5.5,9.5,97.80%
英超,诺维奇,富勒姆,0,0,1.05,平手/半球,0.875,2.37,3.4,3.25,97.70%
英超,斯托克,雷丁,2,1,0.9,半球,1.025,1.9,3.5,4.6,97.10%
英超,桑德兰,阿森纳,0,1,1.05,受半球,0.875,4.5,3.75,1.85,97.10%
英超,斯旺西,巡游者,4,1,0.975,半球/一球,0.95,1.75,3.75,5.25,97.20%
英超,南安普,曼城,3,1,1.025,受半球/一球,0.9,5.5,4.2,1.66,97.80%
德甲,多特,汉堡,1,4,0.875,球半,1.05,1.3,5.5,9,94.10%
德甲,门兴,勒沃,3,3,1.075,受平手/半球,0.85,3.25,3.5,2.1,93.50%
德甲,法兰克,纽伦堡,0,0,1.025,半球/一球,0.9,1.8,3.5,4.5,94.00%
德甲,汉诺威,霍芬海,1,0,1.1,平手/半球,0.825,2.37,3.4,2.87,93.90%
德甲,菲尔特,沃尔夫,0,1,1.075,平手,0.85,2.87,3.3,2.4,93.60%
德甲,斯图加,不来梅,1,4,1.1,平手/半球,0.825,2.3,3.5,2.87,93.60%
德甲,拜仁,沙尔克,4,0,0.875,球半/两球,1.05,1.22,6,13,94.10%
意甲,尤文,佛罗伦,2,0,0.8,半球/一球,1.15,1.57,4,5.5,93.60%
英冠,沃特福,水晶宫,2,2,0.825,平手/半球,1.075,2.15,3.6,3.6,98.00%
德乙,不伦瑞,亚伦,1,1,1.025,半球/一球,0.825,1.72,3.6,4.75,93.50%
德乙,奥厄,FS法兰,0,2,1,半球,0.85,2,3.4,3.75,94.30%
德乙,凯泽,德累斯,3,0,1,一球,0.85,1.53,4,6,93.40%
法乙,欧塞尔,图尔,3,2,0.75,半球,1.125,1.8,3.4,4.75,94.30%
法乙,阿雅GF,第戎,0,2,0.85,平手/半球,1,2.2,3.1,3.5,94.10%
法乙,摩纳哥,阿弗尔,2,1,0.775,半球/一球,1.1,1.61,3.6,6,93.80%
法乙,尼奥尔,伊斯特,0,0,0.775,平手/半球,1.1,2.15,3,3.75,93.90%
法乙,克莱蒙,勒芒,1,1,1.05,半球,0.8,2.05,3.1,4,94.30%
法乙,沙托鲁,甘冈,3,1,0.8,平手,1.05,2.62,3,2.87,94.00%
法乙,尼姆,拉瓦勒,3,0,0.925,半球,0.925,1.85,3.4,4.33,93.80%
法乙,卡昂,色当,2,0,1,半球/一球,0.85,1.72,3.5,5,93.70%
荷乙,格拉夫,埃因FC,2,2,0.825,一球/球半,1.025,1.36,5,7.5,93.60%
荷乙,精英,马斯特,1,2,0.825,受平手/半球,1.025,2.9,3.6,2.25,93.70%
友谊赛,斯洛文,波黑,0,3,0.775,受平手/半球,1.1,3,3.4,2.5,97.30%
友谊赛,以色列,芬兰,2,1,0.925,平手/半球,0.925,2.25,3.3,3.6,97.50%
友谊赛,西班牙,乌拉圭,3,1,1,一球,0.85,1.57,4.2,6.5,97.20%
友谊赛,土耳其,捷克,0,2,0.85,平手/半球,1,2.2,3.4,3.6,97.40%
友谊赛,英格兰,巴西,2,1,0.9,受平手/半球,0.95,3.4,3.4,2.3,97.70%
友谊赛,法国,德国,1,2,1.05,平手/半球,0.8,2.45,3.3,3.2,97.70%
友谊赛,苏格兰,爱沙尼,1,0,1.05,一球,0.8,1.57,4,7.5,98.00%
友谊赛,瑞典,阿根廷,2,3,0.8,受半球,1.05,4,3.5,2.05,97.70%
友谊赛,挪威,乌克兰,0,2,0.775,受平手/半球,1.1,3.2,3.25,2.5,98.00%
友谊赛,荷兰,意大利,1,1,0.975,平手/半球,0.875,2.3,3.4,3.4,97.70%
友谊赛,比利时,斯洛伐,2,1,0.825,一球,1.025,1.53,4.2,7.5,97.60%
友谊赛,希腊,瑞士,0,0,0.7,平手,1.2,2.7,3.2,2.9,97.30%
友谊赛,爱尔兰,波兰,2,0,1.1,平手,0.775,3,3.2,2.62,97.30%
友谊赛,葡萄牙,厄瓜多,2,3,1.05,一球/球半,0.8,1.4,5,9,97.50%
英超,曼城,利物浦,2,2,0.825,半球,1.1,1.85,3.75,4.6,97.60%
英超,西布罗,热刺,0,1,1.025,受平手/半球,0.9,3.6,3.4,2.2,97.40%
德甲,纽伦堡,门兴,2,1,1.075,平手/半球,0.85,2.37,3.25,3,94.10%
德甲,勒沃,多特,2,3,1.075,受平手/半球,0.85,3.3,3.5,2.1,93.90%
意甲,佛罗伦,帕尔马,2,0,0.95,半球/一球,0.975,1.66,3.6,5.25,93.40%
意甲,AC米兰,乌迪内,2,1,0.825,一球,1.1,1.5,4,6.5,93.40%
意甲,锡耶纳,国米,3,1,1.05,受平手/半球,0.875,3.4,3.2,2.2,94.20%
意甲,热那亚,拉齐奥,3,2,1.1,平手,0.825,2.87,3.2,2.5,94.30%
意甲,佩斯卡,博洛尼,2,3,0.95,受平手/半球,0.975,3.1,3.25,2.3,93.90%
意甲,巴勒莫,亚特兰,1,2,0.825,平手/半球,1.075,2.1,3.2,3.6,93.80%
西甲,马竞技,贝蒂斯,1,0,1.1,一球/球半,0.825,1.44,4.33,7,93.60%
西甲,巴伦西,巴萨,1,1,0.8,受一球/球半,1.15,6,4.33,1.5,94.00%
西甲,塞维利,巴列卡,2,1,0.95,一球,0.975,1.53,4,6,93.40%
西甲,社会,马洛卡,3,0,0.825,半球/一球,1.1,1.61,3.75,5.5,93.50%
英超,阿森纳,斯托克,1,0,0.825,一球/球半,1.1,1.4,4.75,10,97.60%
英超,埃弗顿,维拉,3,3,1.1,球半,0.825,1.4,4.75,10,97.60%
英超,纽卡斯,切尔西,3,2,0.85,受半球,1.075,3.8,3.5,2.1,97.60%
英超,雷丁,桑德兰,2,1,1.15,平手/半球,0.8,2.5,3.4,3,97.30%
英超,西汉姆,斯旺西,1,0,1.05,平手/半球,0.875,2.4,3.4,3.2,97.70%
英超,维冈,南安普,2,2,0.95,平手/半球,0.975,2.3,3.5,3.3,97.70%
英超,富勒姆,曼联,0,1,0.875,受一球,1.05,6,4.2,1.61,97.50%
德甲,沙尔克,菲尔特,1,2,1.1,球半,0.825,1.33,5,9,94.10%
德甲,杜塞尔,斯图加,3,1,0.875,受平手/半球,1.05,3.2,3.25,2.25,93.90%
德甲,美因茨,拜仁,0,3,1,受一球/球半,0.925,8,4.5,1.4,94.20%
德甲,霍芬海,弗赖堡,2,1,0.9,平手,1.025,2.6,3.25,2.7,94.10%
德甲,沃尔夫,奥格斯,1,1,0.9,半球,1.025,1.85,3.5,4.2,94.00%
德甲,汉堡,法兰克,0,2,1,平手/半球,0.925,2.25,3.4,3.1,94.20%
西甲,西班人,莱万特,3,2,1.15,半球,0.8,2.1,3.25,3.6,94.20%
德甲,不来梅,汉诺威,2,0,1.05,半球,0.85,1.8,3.8,4,93.60%
德乙,柏林联,桑德豪,3,1,0.9,一球,0.95,1.55,4.2,5.5,93.90%
德乙,德累斯,杜伊斯,0,0,0.875,平手/半球,0.975,2.05,3.3,3.6,93.60%
德乙,亚伦,波鸿,2,2,0.875,平手/半球,0.975,2.25,3.25,3.2,93.90%
意甲,罗马,卡利亚,2,4,,,,1.44,4.5,6.5,93.40%
法甲,图卢兹,日尔曼,0,4,,,,4.33,3.2,1.9,93.50%
法乙,阿弗尔,第戎,3,0,0.825,平手/半球,1.025,1.9,3.3,4.2,93.70%
法乙,色当,克莱蒙,1,1,1.05,平手/半球,0.8,2.3,3,3.4,94.10%
法乙,甘冈,尼奥尔,4,3,0.95,半球/一球,0.9,1.7,3.4,5.5,94.00%
法乙,伊斯特,昂热,0,0,1.1,平手/半球,0.775,2.62,2.9,2.87,93.00%
法乙,朗斯,阿雅GF,2,0,,,,1.72,3.25,5.5,93.40%
法乙,卡昂,尼姆,1,0,0.825,半球,1.025,1.83,3.2,4.75,93.50%
法乙,拉瓦勒,欧塞尔,4,5,1.05,平手/半球,0.8,2.45,3,3.1,94.00%
法乙,图尔,沙托鲁,3,1,0.875,平手/半球,0.975,2,3.1,4.2,94.30%
德甲,汉堡,不来梅,3,2,1.05,平手/半球,0.875,2.37,3.4,2.87,93.90%
德甲,斯图加,拜仁,0,2,1.05,受一球/球半,0.875,8,4.5,1.4,94.20%
意甲,亚特兰,AC米兰,0,1,1.15,受平手/半球,0.8,3.75,3.25,2.05,94.10%
意甲,卡塔尼,佛罗伦,2,1,0.875,受平手/半球,1.05,3.1,3.25,2.3,93.90%
意甲,帕尔马,那不勒,1,2,1.05,平手,0.875,2.8,3.25,2.5,93.90%
意甲,国米,都灵,2,2,0.8,半球/一球,1.15,1.61,3.6,6,93.80%
意甲,乌迪内,锡耶纳,1,0,1.025,半球/一球,0.9,1.72,3.5,5,93.70%
意甲,卡利亚,巴勒莫,1,1,1,半球,0.925,2,3.4,3.75,94.30%
意甲,桑普多,佩斯卡,6,0,0.875,半球/一球,1.05,1.61,3.6,6,93.80%
西甲,毕尔巴,马竞技,3,0,0.875,受平手/半球,1.05,3,3.4,2.3,94.10%
西甲,巴萨,奥萨苏,5,1,1,两球半/三球,0.925,1.07,11,26,94.00%
西甲,巴列卡,贝蒂斯,3,0,0.8,平手/半球,1.15,2.1,3.4,3.4,93.90%
西甲,马洛卡,马拉加,2,3,1.075,平手,0.85,2.8,3.25,2.5,93.90%
法甲,日尔曼,里尔,1,0,0.825,一球,1.075,1.44,4.2,7.5,93.80%
英足总杯,布赖顿,阿森纳,2,3,0.975,受半球/一球,0.925,5.25,3.9,1.72,97.20%
英足总杯,曼联,富勒姆,4,1,1,球半,0.9,1.3,6,11,97.40%
德甲,门兴,杜塞尔,2,1,1.1,半球/一球,0.825,1.83,3.5,4.33,94.10%
德甲,法兰克,霍芬海,2,1,1.075,半球,0.85,2,3.5,3.6,94.00%
德甲,奥格斯,沙尔克,0,0,0.825,受半球,1.1,3.4,3.4,2.1,93.90%
德甲,汉诺威,沃尔夫,2,1,1.15,平手/半球,0.8,2.4,3.4,2.8,93.60%
德甲,菲尔特,美因茨,0,3,0.825,受平手/半球,1.1,3.1,3.3,2.3,94.30%
德甲,弗赖堡,勒沃,0,0,1.075,平手,0.85,2.7,3.4,2.5,93.90%
意甲,拉齐奥,切沃,0,1,1,半球/一球,0.925,1.7,3.4,5.5,94.00%
意甲,尤文,热那亚,1,1,1,两球,0.925,1.16,6.5,17,93.00%
西甲,塞尔塔,社会,1,1,0.9,平手/半球,1.025,2.2,3.4,3.2,94.20%
西甲,莱万特,巴利亚,2,1,1,半球,0.925,1.9,3.4,4,93.40%
西甲,萨拉戈,西班人,0,0,0.925,平手/半球,1,2.2,3.25,3.3,93.90%
西甲,拉科鲁,巴伦西,2,3,0.825,受平手/半球,1.1,3,3.25,2.37,94.10%
英超,切尔西,阿森纳,2,1,1.025,半球,0.9,2,3.8,3.8,97.40%
英超,热刺,曼联,1,1,0.875,受平手/半球,1.05,3,3.6,2.4,97.30%
德甲,纽伦堡,汉堡,1,1,1.075,平手/半球,0.85,2.37,3.2,3,93.70%
德甲,杜塞尔,奥格斯,2,3,0.8,平手,1.15,2.5,3.25,2.8,93.90%
意甲,切沃,帕尔马,1,1,0.825,受平手/半球,1.075,3,3,2.5,93.80%
意甲,AC米兰,博洛尼,2,1,0.825,一球,1.1,1.5,4,7,94.40%
意甲,锡耶纳,桑普多,1,0,1.175,平手/半球,0.775,2.5,3,3,93.80%
意甲,罗马,国米,1,1,1,半球/一球,0.9,1.75,4.1,4,93.90%
意甲,佩斯卡,都灵,0,2,0.925,平手,1,2.62,3.1,2.75,93.60%
意甲,热那亚,卡塔尼,0,2,1,平手/半球,0.925,2.3,3.25,3.1,93.90%
意甲,亚特兰,卡利亚,1,1,0.925,平手/半球,1,2.2,3.1,3.5,94.10%
西甲,马竞技,莱万特,2,0,1.075,球半,0.85,1.33,5,9,94.10%
西甲,巴伦西,皇马,0,5,0.875,受半球,1.05,3.5,3.6,2,94.00%
西甲,巴利亚,萨拉戈,2,0,0.875,平手/半球,1.05,2.1,3.3,3.5,93.90%
英超,利物浦,诺维奇,5,0,0.9,球半,1.025,1.33,5.5,10.5,97.20%
英超,曼城,富勒姆,2,0,0.9,球半/两球,1.025,1.25,6.5,15,98.00%
英超,纽卡斯,雷丁,1,2,0.825,半球/一球,1.1,1.66,4,5.75,97.40%
英超,斯旺西,斯托克,3,1,0.875,平手/半球,1.05,2.25,3.2,3.75,97.70%
英超,西汉姆,巡游者,1,1,1.075,半球,0.85,2.05,3.6,3.8,97.20%
英超,维冈,桑德兰,2,3,0.825,平手/半球,1.1,2.15,3.4,3.8,97.80%
英超,西布罗,维拉,2,2,1.1,半球/一球,0.825,1.9,3.6,4.5,97.40%
德甲,勒沃,法兰克,3,1,0.9,半球/一球,1.025,1.72,4,4.33,94.10%
德甲,拜仁,菲尔特,2,0,1,两球半,0.925,1.1,10,19,94.20%
德甲,美因茨,弗赖堡,0,0,0.875,平手/半球,1.05,2.1,3.4,3.4,93.90%
德甲,霍芬海,门兴,0,0,0.95,平手/半球,0.975,2.2,3.4,3.2,94.20%
德甲,沃尔夫,斯图加,2,0,1.05,半球,0.875,2,3.5,3.6,94.00%
德甲,不来梅,多特,0,5,0.875,受半球/一球,1.05,4,3.8,1.8,93.60%
意甲,巴勒莫,拉齐奥,2,2,0.975,平手,0.95,2.7,3.2,2.7,94.90%
英超,曼联,利物浦,2,1,1.025,半球,0.9,1.9,3.75,4.33,97.70%
英超,阿森纳,曼城,0,2,1.025,平手,0.9,2.6,3.4,2.9,97.70%
意甲,卡塔尼,罗马,1,0,0.975,受平手/半球,0.95,2.87,3.75,2.2,93.50%
意甲,帕尔马,尤文,1,1,0.825,受半球/一球,1.1,5,3.5,1.72,93.70%
意甲,拉齐奥,亚特兰,2,0,0.925,半球/一球,1,1.57,3.8,6,93.70%
意甲,那不勒,巴勒莫,3,0,0.925,一球/球半,1,1.3,5,10,93.50%
意甲,桑普多,AC米兰,0,0,0.925,受半球,1,3.6,3.25,2.1,94.20%
意甲,乌迪内,佛罗伦,3,1,1.15,平手,0.8,2.8,3.3,2.5,94.30%
意甲,卡利亚,热那亚,2,1,0.875,半球,1.05,2,3.3,3.8,93.80%
西甲,社会,拉科鲁,1,1,1.05,半球/一球,0.875,1.83,3.6,4.2,94.10%
西甲,马竞技,萨拉戈,2,0,0.9,球半,1.025,1.28,5.5,10,94.10%
西甲,马拉加,巴萨,1,3,0.8,受一球/球半,1.15,7,4.75,1.4,93.70%
法甲,尼斯,瓦朗谢,5,0,1.075,半球,0.825,2,3.3,3.75,93.50%
法甲,索肖,马赛,3,1,0.775,受半球/一球,1.15,5,3.25,1.8,94.10%
英超,维拉,南安普,0,1,0.875,平手,1.05,2.6,3.4,2.9,97.70%
英超,埃弗顿,斯旺西,0,0,1.025,一球,0.9,1.61,4.2,6,97.50%
英超,富勒姆,维冈,1,1,0.85,平手/半球,1.075,2.15,3.5,3.6,97.20%
英超,诺维奇,纽卡斯,0,0,0.975,平手/半球,0.95,2.25,3.5,3.4,97.60%
英超,雷丁,西布罗,3,2,1.15,平手,0.8,2.87,3.5,2.55,97.40%
英超,斯托克,切尔西,0,4,1.1,受半球,0.825,5,3.75,1.8,97.80%
英超,桑德兰,西汉姆,3,0,0.85,平手,1.075,2.62,3.3,2.9,97.10%
西甲,巴利亚,马洛卡,3,1,1,半球,0.925,2,3.4,3.75,94.30%
西甲,西班人,塞尔塔,1,0,1.05,平手/半球,0.875,2.4,3.2,3,94.10%
西甲,奥萨苏,皇马,0,0,1.075,受一球,0.85,6.5,4.5,1.44,93.40%
西甲,巴伦西,塞维利,2,0,1.1,半球,0.825,2.05,3.5,3.5,94.40%
法甲,特鲁瓦,里昂,1,2,0.9,受半球,1,4,3.4,1.9,93.40%
法甲,雷恩,波尔多,0,2,1.1,平手/半球,0.8,2.4,3,3.2,94.10%
法甲,蒙彼利,洛里昂,2,0,0.9,半球/一球,1,1.72,3.5,5,93.70%
英足总杯,斯旺西,阿森纳,2,2,1.1,受平手/半球,0.8,3.75,3.5,2.1,97.20%
英足总杯,曼斯菲,利物浦,1,2,1.1,受两球,0.8,16,7.5,1.2,97.20%
意甲,切沃,亚特兰,1,0,1.1,平手/半球,0.825,2.4,3,3.2,94.10%
意甲,佛罗伦,佩斯卡,0,2,0.925,两球,1,1.22,6,13,94.10%
意甲,AC米兰,锡耶纳,2,1,1.05,球半,0.875,1.33,5,9,94.10%
意甲,帕尔马,巴勒莫,2,1,0.825,半球/一球,1.1,1.61,3.8,5.5,93.80%
意甲,尤文,桑普多,1,2,1.075,两球,0.85,1.2,6,15,93.80%
意甲,那不勒,罗马,4,1,0.825,平手/半球,1.1,2.1,3.75,3.1,93.90%
意甲,乌迪内,国米,3,0,0.9,平手,1.025,2.6,3.25,2.7,94.10%
意甲,热那亚,博洛尼,2,0,1.025,平手/半球,0.9,2.3,3.1,3.25,93.90%
西甲,皇马,社会,4,3,1,球半/两球,0.925,1.25,6,10,93.80%
西甲,巴萨,西班人,4,0,0.95,两球半/三球,0.975,1.09,10,21,93.90%
西甲,马洛卡,马竞技,1,1,0.925,受半球,1,4,3.4,1.9,93.40%
西甲,塞尔塔,巴利亚,3,1,0.8,半球,1.15,1.75,3.5,4.75,93.70%
英足总杯,布赖顿,纽卡斯,2,0,0.975,平手/半球,0.925,2.3,3.75,3.1,97.70%
英足总杯,维拉,伊普斯,2,1,0.975,半球/一球,0.925,1.8,3.9,4.75,97.80%
英足总杯,博尔顿,桑德兰,2,2,1.1,平手,0.8,3,3.6,2.4,97.30%
英足总杯,克劳利,雷丁,1,3,0.9,受平手/半球,1,3.2,3.75,2.25,97.70%
英足总杯,水晶宫,斯托克,0,0,0.875,受平手/半球,1.025,3.1,3.4,2.4,96.80%
英足总杯,富勒姆,布莱浦,1,1,0.95,半球/一球,0.95,1.7,4.1,5.25,97.80%
英足总杯,利兹,伯明翰,1,1,0.925,半球,0.975,1.9,3.8,4.2,97.30%
英足总杯,曼城,沃特福,3,0,0.875,两球/两球半,1.025,1.16,9,17,96.90%
英足总杯,彼特堡,诺维奇,0,3,0.975,受平手/半球,0.925,3.4,3.8,2.15,97.80%
英足总杯,巡游者,西布罗,1,1,1.05,平手/半球,0.85,2.4,3.6,3,97.30%
英足总杯,南安普,切尔西,1,5,0.9,受一球,1,5.5,4.5,1.61,97.50%
英足总杯,热刺,考文垂,3,0,0.775,两球,1.15,1.18,8,17,97.00%
英足总杯,维冈,伯恩茅,1,1,1.025,半球/一球,0.875,1.75,4,5,97.90%
英足总杯,西汉姆,曼联,2,2,1,受半球,0.9,4.2,3.75,1.9,97.00%
英超,埃弗顿,维冈,2,1,1.05,一球,0.875,1.61,4,5.5,95.00%
英超,富勒姆,南安普,1,1,0.95,半球,0.975,1.9,3.6,4,94.90%
英超,曼联,纽卡斯,4,3,1.025,球半/两球,0.9,1.28,5.5,11,94.90%
英超,诺维奇,切尔西,0,1,0.8,受一球,1.15,5.5,3.75,1.66,95.20%
英超,巡游者,西布罗,1,2,1.075,平手/半球,0.85,2.37,3.3,3,94.50%
英超,雷丁,斯旺西,0,0,0.825,受平手/半球,1.1,3,3.3,2.37,94.50%
英超,桑德兰,曼城,1,0,1.05,受一球,0.875,6.5,4,1.53,94.60%
英超,维拉,热刺,0,4,0.95,受半球,0.975,4,3.6,1.9,94.90%
英超,斯托克,利物浦,3,1,0.8,受半球,1.15,4,3,2.1,94.40%
英冠,加的夫,水晶宫,2,1,0.925,半球,0.975,1.83,3.75,4,94.10%
英冠,赫尔城,莱切城,0,0,1.05,平手,0.85,2.75,3.2,2.6,94.30%
英冠,米德尔,布莱克,1,0,0.975,半球,0.925,1.9,3.5,3.9,93.60%
英冠,博尔顿,谢周三,0,1,1.05,半球/一球,0.85,1.75,3.75,4.5,94.30%
英冠,狼队,彼特堡,0,3,0.95,半球/一球,0.95,1.7,3.8,4.75,94.20%
英超,曼城,雷丁,1,0,0.95,两球半,0.975,1.12,9,19,94.60%
英超,纽卡斯,巡游者,1,0,1.15,半球,0.8,2.1,3.4,3.5,94.70%
英超,南安普,桑德兰,0,1,1.1,半球,0.825,2.1,3.4,3.5,94.70%
英超,热刺,斯托克,0,0,0.8,半球/一球,1.15,1.6,3.75,6,94.50%
英超,西布罗,诺维奇,2,1,1.05,半球,0.875,2,3.4,3.8,94.60%
英超,西汉姆,埃弗顿,1,2,1.15,平手,0.8,2.87,3.25,2.5,94.70%
英超,利物浦,富勒姆,4,0,1,一球/球半,0.925,1.44,4.33,7.5,94.50%
意甲,锡耶纳,那不勒,0,2,1,受半球,0.925,4,3.5,1.9,94.20%
意甲,亚特兰,乌迪内,1,1,0.9,平手/半球,1.025,2.25,3.1,3.4,94.20%
意甲,博洛尼,帕尔马,1,2,1.025,平手/半球,0.9,2.25,3.2,3.25,93.90%
意甲,都灵,切沃,2,0,0.95,平手/半球,0.975,2.25,3,3.5,94.00%
意甲,桑普多,拉齐奥,0,1,0.825,受平手/半球,1.1,3,3.2,2.4,94.10%
意甲,巴勒莫,佛罗伦,0,3,0.825,受平手/半球,1.075,3,3.2,2.4,94.10%
意甲,罗马,AC米兰,4,2,0.925,平手/半球,1,2.25,3.75,2.8,93.60%
意甲,佩斯卡,卡塔尼,2,1,0.9,受平手/半球,1.025,3.2,3.1,2.3,93.50%
意甲,卡利亚,尤文,1,3,1.05,受一球/球半,0.875,9,4.5,1.36,93.60%
法乙,阿尔勒,第戎,1,1,0.8,平手,1.05,2.62,3,2.87,94.00%
法乙,克莱蒙,欧塞尔,1,2,0.95,平手/半球,0.9,2.37,3,3.2,93.70%
法乙,甘冈,阿雅GF,0,0,0.8,半球/一球,1.05,1.57,3.75,6,93.40%
法乙,卡昂,沙托鲁,1,0,0.85,半球/一球,1,1.65,3.4,6,93.70%
法乙,拉瓦勒,阿弗尔,1,2,0.975,平手/半球,0.875,2.4,2.9,3.25,93.50%
法乙,图尔,昂热,1,2,0.8,平手,1.05,2.5,3,3,93.80%
荷乙,阿帕恩,福图纳,0,2,0.825,平手,1.025,2.5,3.5,2.62,93.70%
荷乙,坎布尔,福伦丹,2,2,0.9,半球,0.95,1.85,3.6,4,93.60%
荷乙,多德勒,埃门,0,0,1.05,一球/球半,0.8,1.5,4.33,6,94.00%
荷乙,海尔蒙,特尔斯,1,0,0.975,半球/一球,0.875,1.8,3.8,4,93.60%
荷乙,精英,格拉夫,1,3,0.75,受平手/半球,1.125,2.87,3.5,2.3,93.60%
荷乙,芬丹,鹿特丹,2,1,1.025,受平手/半球,0.825,3.5,3.6,2,94.00%
德甲,霍芬海,多特,1,3,1.15,受一球,0.8,6.5,4.5,1.44,93.40%
德甲,不来梅,纽伦堡,1,1,0.825,半球,1.1,1.83,3.75,4,94.10%
意甲,切沃,罗马,1,0,1,受半球,0.925,3.6,3.75,1.9,93.40%
意甲,AC米兰,佩斯卡,4,1,0.925,两球,1,1.2,6,15,93.80%
意甲,卡塔尼,桑普多,3,1,0.875,半球,1.05,1.9,3.3,4.2,93.70%
意甲,帕尔马,卡利亚,4,1,1.1,半球,0.825,1.9,3.4,4,93.40%
意甲,热那亚,都灵,1,1,1.2,平手/半球,0.75,2.5,3.1,2.9,93.70%
意甲,尤文,亚特兰,3,0,0.975,球半/两球,0.95,1.22,5.5,15,93.60%
意甲,那不勒,博洛尼,2,3,1,一球/球半,0.925,1.36,4.5,9,93.60%
西甲,巴伦西,巴列卡,0,1,0.9,一球/球半,1.025,1.4,4.75,7,93.70%
西甲,巴萨,马竞技,4,1,1.075,球半,0.85,1.33,5,8.5,93.50%
西甲,皇马,西班人,2,2,1,两球半/三球,0.925,1.08,10,23,93.50%
法甲,埃蒂安,洛里昂,0,2,0.875,半球/一球,1.025,1.72,3.5,5,93.70%
法甲,日尔曼,里昂,1,0,0.925,一球,0.975,1.57,3.75,6,93.40%
英超,利物浦,维拉,1,3,0.9,球半,1.025,1.36,5,8.5,95.00%
英超,曼联,桑德兰,3,1,0.825,球半/两球,1.1,1.2,6.5,15,94.90%
